"","X","Symbol","Name","Sector","Price","Price.Earnings","Dividend.Yield","Earnings.Share","X52.Week.Low","X52.Week.High","Market.Cap","EBITDA.x","Price.Sales","Price.Book","SEC.Filings","Debt","Rev_Growth","EBITDA.y","Leverage","Beta"
"385",387,"SLG","SL Green Realty","Real Estate",90.61,14.1,3.5,0.88,115.34,91.2,8617714345,795889000,6.5820084,1.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG",5584.21,-16.22,795889000,7.02,0.781502469528674
"386",388,"SNA","Snap-On Inc.","Consumer Discretionary",156.72,15.8,1.97,9.2,185.47,140.83,9499107736,982200000,3.5114813,3.21,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA",944.8,4.6,982200000,0.96,0.897294952142169
"387",389,"SNPS","Synopsys Inc.","Information Technology",82.62,67.7,0,0.87,94.8,64.75,12767067883,579844000,6.276264,3.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS",125.54,14.54,579844000,0.22,1.21609710924125
"388",390,"SO","Southern Co.","Utilities",43.4,15.8,5.35,2.53,53.51,42.63,43497224128,6.01e+09,2.5080602,1.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO",41425,5.32,6.01e+09,6.89,0.288017812880309
"389",391,"SPG","Simon Property Group Inc","Real Estate",152.18,13.6,5.04,6.25,187.35,150.15,48139839531,4411515000,8.754495,13.24,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG",23678.26,2.79,4411515000,5.37,0.580977248627957
"390",392,"SPGI","S&P Global, Inc.","Financials",173.31,27.4,1.09,7.95,185.38,124.64,46585950000,3.02e+09,10.254704,50.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI",3661,7.41,3.02e+09,1.21,1.01607090209488
"391",393,"SRE","Sempra Energy","Utilities",103.36,19.1,3.16,5.45,122.975,100.63,26163862235,3.76e+09,3.15303,1.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE",21335,2.85,3.76e+09,5.67,0.370130039695769
"392",394,"STI","SunTrust Banks","Financials",65.8,16.3,2.32,4.48,72.06,51.96,32498948310,0,3.3089445,1.38,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI",15072,8.27,0,Inf,0.935413392578841
"393",395,"STT","State Street Corp.","Financials",98.54,15.4,1.62,5.23,114.27,75.27,38059113300,0,3.263072,1.95,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT",11093,10.46,0,Inf,0.904429494378185
"394",396,"STX","Seagate Technology","Information Technology",47.44,11.5,5.09,2.58,56.45,30.6,14113197720,1.81e+09,1.3048558,13.33,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX",4322,8.83,1.81e+09,2.39,1.28110656998047
"395",397,"STZ","Constellation Brands","Consumer Staples",208.73,30.9,0.97,8.71,229.5,152.01,41697453163,3033300000,5.145596,5.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ",11772.5,8.57,3033300000,3.88,0.823337907079024
"396",398,"SWK","Stanley Black & Decker","Consumer Discretionary",152.86,20.6,1.58,8.05,176.62,121.09,24496399600,2264600000,1.944325,3.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK",2830.6,10.77,2264600000,1.25,1.38737739898885
"397",399,"SWKS","Skyworks Solutions","Information Technology",99.04,16.5,1.26,5.41,117.65,90.53,18493080922,1122900000,6.9704437,4.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS",0,5.93,1122900000,0,1.42164137355854
"398",400,"SYF","Synchrony Financial","Financials",34.98,13.4,1.6,2.41,40.59,26.01,28893750000,0,2.1096623,1.97,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF",17989,7.89,0,Inf,0.724852744081078
"399",401,"SYK","Stryker Corp.","Health Care",148.01,23.5,1.22,2.68,170,122.01,57509096756,2.86e+09,4.635566,5.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK",5928,9.45,2.86e+09,2.07,0.953562066316885
"400",402,"SYMC","Symantec Corp.","Information Technology",25.59,39.4,1.13,-0.17,34.2,25.65,16520497264,1.23e+09,3.5516493,3.36,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYMC",4442,3.92,1.23e+09,3.62,1.13828280198934
"401",403,"SYY","Sysco Corp.","Consumer Staples",57,23,2.46,2.08,64.27,48.85,30445320778,2988725000,0.7295535,13.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY",7914.34,5.78,2988725000,2.65,0.427653192708673
"402",404,"T","AT&T Inc","Telecommunication Services",35.57,12.1,5.42,4.76,42.7,32.55,2.26713e+11,4.97e+10,1.4083152,1.8,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T",168513,2.37,4.97e+10,3.39,0.651364219335231
"403",405,"TAP","Molson Coors Brewing Company","Consumer Staples",74.51,17.7,2.15,9.27,102.14,75.79,12396862128,4708400000,1.2371694,1.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP",8970.3,1.99,4708400000,1.91,0.55130768810844
"404",406,"TDG","TransDigm Group","Industrials",283,23.8,0,7.92,321.38,203.72,15241203731,1635916000,4.268832,NA,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG",12501.95,8.76,1635916000,7.64,1.25127795050614
"405",407,"TEL","TE Connectivity Ltd.","Information Technology",95.27,19.7,1.61,4.71,108.23,71.93,34983666316,2.8e+09,2.5734365,3.6,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL",3037,14.8,2.8e+09,1.09,0.945555979192583
"406",408,"TGT","Target Corp.","Consumer Discretionary",71.11,14.2,3.39,4.71,78.7,48.56,39816696539,7.11e+09,0.8047394,3.45,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT",12150,6.71,7.11e+09,1.71,1.04545951767929
"407",409,"TIF","Tiffany & Co.","Consumer Discretionary",99.62,27,1.94,3.55,111.44,77.93,12810515320,949500000,4.516748,3.97,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF",880,9.62,949500000,0.93,0.906174800728554
"408",410,"TJX","TJX Companies Inc.","Consumer Discretionary",74.36,21,1.64,3.46,81.46,66.44,48181450881,4600216000,1.9293598,10.35,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX",2232.86,12.9,4600216000,0.49,1.01523348814452
"409",411,"TMK","Torchmark Corp.","Financials",80.52,17,0.72,4.5,93.595,73.53,9614412169,0,3.1079664,1.88,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMK",1358.95,5.45,0,Inf,0.831478678823954
"410",412,"TMO","Thermo Fisher Scientific","Health Care",198.73,21.8,0.33,5.6,226.44,151.69,83226586345,4751300000,4.015666,3.38,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO",17760,20.55,4751300000,3.74,1.10452002200358
"411",413,"TPR","Tapestry, Inc.","Consumer Discretionary",48.85,NA,0,2.09,50.71,36.69,14247199374,0,4.0785494,4.35,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR",1600.5,26.01,0,Inf,1.15351458882469
"412",414,"TRIP","TripAdvisor","Consumer Discretionary",40.05,58,0,0.81,53.29,29.5,5700998508,2.34e+08,4.5925775,3.49,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRIP",0,2.51,2.34e+08,0,1.40794973403226
"413",415,"TROW","T. Rowe Price Group","Financials",101.99,19.9,2.14,4.75,120.07,66.7,25810865035,2281400000,7.3911157,4.61,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW",0,15.42,2281400000,0,1.0705705479181
"414",416,"TRV","The Travelers Companies Inc.","Financials",135.01,16.5,2.03,7.31,150.55,113.76,38903131815,0,1.33382,1.63,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV",5964,4.98,0,Inf,0.753216147539312
"415",417,"TSCO","Tractor Supply Company","Consumer Discretionary",65.94,19.6,1.6,3.3,82.68,49.87,8459271203,859519000,1.1642125,6.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO",577.2,7.07,859519000,0.67,1.03204346319915
"416",418,"TSN","Tyson Foods","Consumer Staples",73.92,13.9,1.64,4.79,84.65,57.2,26957526800,2.52e+09,0.93730986,2.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN",7962,4.68,2.52e+09,3.16,0.603592545408058
"417",419,"TSS","Total System Services","Information Technology",81.17,25.9,0.61,3.16,89.92,50.96,15694951118,1097534000,3.175548,6.57,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSS",3874.81,-10.52,1097534000,3.53,1.15108884317221
"418",420,"TXN","Texas Instruments","Information Technology",97.66,24.1,2.43,3.6,120.75,74.52,1.00263e+11,7.01e+09,6.9572234,9.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN",4318,8.15,7.01e+09,0.62,1.28247770063148
"419",421,"TXT","Textron Inc.","Industrials",55.54,22.1,0.14,1.14,62.19,45,15254672353,1.45e+09,1.0645695,2.57,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT",3857,1.66,1.45e+09,2.65,0.968000438773246
"420",422,"UAA","Under Armour Class A","Consumer Discretionary",13.14,32.1,0,0.45,23.46,11.4,5856913571,399277000,1.602308,2.72,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA",703.46,4.94,399277000,1.76,1.11703390513135
"421",423,"UAL","United Continental Holdings","Industrials",63.37,8.9,0,7.05,83.04,56.51,19363059152,5.93e+09,0.5020496,2.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL",13349,9.31,5.93e+09,2.25,0.969250586522432
"422",424,"UDR","UDR Inc","Real Estate",32.92,17.8,3.67,1.08,40.71,33.31,9050154422,665141000,12.365829,3.27,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR",3811.18,1.63,665141000,5.73,0.445642098026565
"423",425,"UHS","Universal Health Services, Inc.","Health Care",114.87,15.4,0.34,7.14,129.74,95.26,11116075286,1676204000,1.3158662,2.21,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS",3683.92,4.09,1676204000,2.2,0.838135470868614
"424",426,"ULTA","Ulta Salon Cosmetics & Fragrance Inc","Consumer Discretionary",209.09,32.1,0,6.52,314.86,187.96,13300000127,1002093000,3.3779113,8.04,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA",0,18.13,1002093000,0,1.22192429908126
"425",427,"UNH","United Health Group Inc.","Health Care",216.46,21.5,1.33,10.71,250.79,156.49,2.18835e+11,1.75e+10,1.0903316,4.71,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH",34581,12.47,1.75e+10,1.98,0.968407954028326
"426",428,"UNM","Unum Group","Financials",47.87,11.5,1.82,4.38,58.73,43.55,11256432318,0,0.9984924,1.19,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM",2983.5,2.79,0,Inf,1.02979601748818
"427",429,"UNP","Union Pacific","Industrials",124.86,22.1,2.06,13.52,143.05,101.06,1.01513e+11,1.02e+10,4.8605075,NA,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP",20943,7.48,1.02e+10,2.06,1.23837252828154
"428",430,"UPS","United Parcel Service","Industrials",109.28,18.3,2.97,5.62,135.53,102.12,96436356833,7.92e+09,1.4744618,64.7,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS",20101,9.76,7.92e+09,2.54,1.10917835610422
"429",431,"URI","United Rentals, Inc.","Industrials",161.99,16.3,0,15.72,189,100.621,14654954091,2.76e+09,2.1782618,4.53,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI",9182,22.77,2.76e+09,3.33,1.72981323399286
"430",432,"USB","U.S. Bancorp","Financials",52.65,15.4,2.19,3.52,58.5,49.535,90940115897,0,3.7773547,2.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB",41340,8.55,0,Inf,0.688962905862964
"431",433,"UTX","United Technologies","Industrials",127.48,19.3,2.12,5.7,139.24,107.05,1.05387e+11,1.06e+10,1.7324123,3.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX",38275,9.05,1.06e+10,3.62,0.898916390277868
"432",434,"V","Visa Inc.","Information Technology",113.86,32.7,0.7,2.8,126.88,84.88,2.70039e+11,1.31e+10,14.433654,9.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V",16630,12.26,1.31e+10,1.27,1.28365136731696
"433",435,"VAR","Varian Medical Systems","Health Care",112.82,29.9,0,2.69,130.29,77.73,10692681720,500600000,3.9652252,7.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR",0,11.45,500600000,0,1.13741250539958
"434",436,"VFC","V.F. Corp.","Consumer Discretionary",78.75,25.9,2.29,2.55,82.95,48.05,31797645904,1624441000,3.7110944,7.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC",2135.24,15.83,1624441000,1.31,1.12797938097967
"435",437,"VIAB","Viacom Inc.","Consumer Discretionary",32.71,8.7,2.62,4.68,46.72,22.13,10601008017,5.6e+09,1.0924768,2.08,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB",9515,-2.41,5.6e+09,1.7,0.720111018454717
"436",438,"VLO","Valero Energy","Energy",86.77,18.7,3.56,9.24,99.95,60.69,39312309113,5.4e+09,0.4211918,1.93,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO",8877,31.32,5.4e+09,1.64,1.02254470105713
"437",439,"VMC","Vulcan Materials","Materials",121.47,40.9,0.78,3.1,141.2,108.95,16964162228,970976000,5.7576876,3.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC",2778.13,12.85,970976000,2.86,1.03806058719984
"438",440,"VNO","Vornado Realty Trust","Real Estate",66.18,16.2,3.74,4.33,111.72,66.0101,12778779911,0,7.1491003,3.63,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO",9792.66,-2.42,0,Inf,0.670014367543849
"439",441,"VRSK","Verisk Analytics","Industrials",92.28,28.8,0,3.45,100.54,75.6,15594677147,1011200000,9.935474,9.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK",2044.9,13,1011200000,2.02,0.973276783959963
"440",442,"VRSN","Verisign Inc.","Information Technology",105.62,29.5,0,3.43,118.28,81.17,10754983829,767864000,12.401829,10.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN",1784.42,4.08,767864000,2.32,1.18882699428395
"441",443,"VRTX","Vertex Pharmaceuticals Inc","Health Care",151.6,252.7,0,1.04,174.955,84.39,39369386348,97562000,16.185404,21.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX",576.53,23.23,97562000,5.91,1.29338032749423
"442",444,"VTR","Ventas Inc","Real Estate",50.92,12.2,5.97,1.86,72.36,51.8,18865999082,1935931000,7.0740495,1.76,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR",10478.46,2.95,1935931000,5.41,0.296280461462058
"443",445,"VZ","Verizon Communications","Telecommunication Services",49.04,13.1,4.63,7.36,54.77,42.8,2.08092e+11,4.57e+10,1.6452544,7.96,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ",106440,4.92,4.57e+10,2.33,0.289630796142689
"444",446,"WAT","Waters Corporation","Health Care",191.79,26.6,0,0.19,220.2,145.94,16064078572,773932000,6.9824114,6.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT",1148.06,6.29,773932000,1.48,0.970555160394045
"445",447,"WBA","Walgreens Boots Alliance","Consumer Staples",68.22,13.4,2.24,3.78,88,63.82,70862541911,7.08e+09,0.5904388,3.06,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA",11646,11.74,7.08e+09,1.64,1.00537224189885
"446",448,"WDC","Western Digital","Information Technology",80.09,10.2,2.39,1.29,95.77,71.38,24760297793,5.17e+09,1.245503,2,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC",10930,4.78,5.17e+09,2.11,1.41425471968162
"447",449,"WEC","Wec Energy Group Inc","Utilities",59.5,19.6,3.69,3.79,70.09,56.63,18890296993,2736500000,2.4834197,2.1,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC",9119,1.34,2736500000,3.33,0.262010296981353
"448",450,"WFC","Wells Fargo","Financials",55.4,13.6,2.71,4.07,66.31,49.27,2.81464e+11,0,2.8728192,1.58,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC",229044,4.22,0,Inf,0.752795079250403
"449",451,"WHR","Whirlpool Corp.","Consumer Discretionary",164.95,11.8,2.57,4.51,202.99,158.8,12177920000,1.84e+09,0.58064795,2.57,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR",4768,-0.77,1.84e+09,2.59,0.921301957311239
"450",452,"WLTW","Willis Towers Watson","Financials",152.36,18.7,1.35,3.07,165,120.869,20780269334,1.44e+09,3.4484663,2.1,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW",4498,2.15,1.44e+09,3.12,0.525464050775163
"451",453,"WM","Waste Management Inc.","Industrials",79.12,25.4,2.08,2.66,89.73,69.55,35488486675,3.9e+09,3.2787669,6.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM",9569,3.02,3.9e+09,2.46,0.600320065326837
"452",454,"WMB","Williams Cos.","Energy",28.56,48.4,4,-0.57,33.67,26.8188,24802396470,3.96e+09,4.2982845,3.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB",21409,8.86,3.96e+09,5.41,0.897068214767727
"453",455,"WMT","Wal-Mart Stores","Consumer Staples",100.02,23.1,1.98,4.39,109.98,66.89,3.04681e+11,3.07e+10,0.82099426,3.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT",49896,3.49,3.07e+10,1.62,0.701063941347055
"454",456,"WRK","WestRock Company","Materials",60.93,23.3,2.67,2.77,71.55,49.23,16433340688,2262300000,1.075785,1.58,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK",5674.5,9.59,2262300000,2.51,1.06148267600384
"455",457,"WU","Western Union Co","Information Technology",18.81,10.2,3.59,0.51,22.21,18.39,8951609207,694600000,2.22677,12.65,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU",2397.2,3.09,694600000,3.45,0.595687492898913
"456",458,"WY","Weyerhaeuser Corp.","Real Estate",33.6,34.3,3.71,0.77,37.89,30.9504,26070297960,1.37e+09,3.6396794,2.9,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY",5921,9.96,1.37e+09,4.34,0.74077536509107
"457",459,"WYNN","Wynn Resorts Ltd","Consumer Discretionary",169.28,31.7,1.13,7.27,203.63,92.67,18225400525,1501301000,2.478658,51.69,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN",8695.33,16.7,1501301000,5.79,1.61808889722949
"458",460,"XEC","Cimarex Energy","Energy",100.19,26.4,0.3,-4.64,136.31,89.49,10089082025,1061056000,7.556446,4.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC",1488.15,26.72,1061056000,1.4,1.45913563798978
"459",461,"XEL","Xcel Energy Inc","Utilities",42.44,18.1,3.39,2.21,52.22,41.16,21559611927,3885828000,2.520456,1.94,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL",15508,0.43,3885828000,3.99,0.321349424108249
"460",462,"XLNX","Xilinx Inc","Information Technology",62.82,27.2,2.09,2.32,77.26,54.99,17064975551,845468000,7.101206,7.22,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX",1201.88,12.75,845468000,1.42,1.41369087842516
"461",463,"XOM","Exxon Mobil Corp.","Energy",76.07,21.4,4,1.88,89.3,76.05,3.26149e+11,3.91e+10,1.7701944,1.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM",20624,22.94,3.91e+10,0.53,0.90675391336513
"462",464,"XRAY","Dentsply Sirona","Health Care",56.85,22.7,0.6,1.99,68.98,52.535,13390513478,-411100000,4.626262,1.8,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY",1574.8,3.04,-411100000,-3.83,0.618184170484555
"463",465,"XRX","Xerox Corp.","Information Technology",29.8,8.9,3.21,0.59,37.42,26.64,7938833340,1.19e+09,0.7877656,1.49,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX",4815,-2.03,1.19e+09,4.04,1.33629537704477
"464",466,"XYL","Xylem Inc.","Industrials",70.24,30.9,1.17,1.83,76.81,46.86,12915021000,7.22e+08,2.7262094,5.31,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL",2189,12.66,7.22e+08,3.03,1.10379765423015
"465",467,"YUM","Yum! Brands Inc","Consumer Discretionary",76.3,27.3,1.8,4.07,86.93,62.85,27003303098,2.29e+09,6.3136363,212.08,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM",9405,-7.76,2.29e+09,4.11,0.639273154067214
"466",468,"ZBH","Zimmer Biomet Holdings","Health Care",115.53,14.3,0.79,9.01,133.49,108.17,24454698119,2007400000,3.1648953,2.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH",8597.4,2.43,2007400000,4.28,0.965773572628364
"467",469,"ZION","Zions Bancorp","Financials",50.71,17.7,1.48,2.6,55.61,38.43,10670678640,0,3.7945793,1.42,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION",879,10.32,0,Inf,0.870178522683359
"468",470,"ZTS","Zoetis","Health Care",71.51,32.8,0.68,1.65,80.13,52,35991109776,1.73e+09,9.280896,18.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS",6441,11.24,1.73e+09,3.71,0.993598230048343
